Swedish_Lemma,English_Lemma,Chinese_Lemma,POS,CEFR
betydande,considerable,相当大的,ADJ,B2
omsorgsfull,considerate,体贴,ADJ,B2
konsignation,consignment,托运,NOUN,B2
konsistens,consistency,一致性,NOUN,B2
konsekvent,consistent,一致的,ADJ,B2
tröst,consolation,安慰,NOUN,B2
trösta,to console,安慰,VERB,B2
konsolidera,to consolidate,巩固,VERB,B2
konsort,consort,福晋,NOUN,B2
framträdande,conspicuous,显著的,ADJ,B2
samspira,to conspire,密谋,VERB,B2
stjärnbild,constellation,星座,NOUN,B2
förstoppning,constipation,便秘,NOUN,B2
konstitutionell,constitutional,宪法的,ADJ,B2
konstitutionalitet,constitutionality,合宪性,NOUN,B2
inskränka,to constrain,限制,VERB,B2
inskränkning,constraint,约束,NOUN,B2
konstruktion,construction,建造,NOUN,B2
byggarbete,construction site,工地,NOUN,B2
konstruktiv,constructive,建设性的,ADJ,B2
konsul,consul,领事,NOUN,B2
konsulär,consular,领事的,ADJ,B2
konsulat,consulate,领事馆,NOUN,B2
konsultera,to consult reference,参考,VERB,B2
konsult,consultant,顾问,NOUN,B2
konsultation,consultation,咨询,NOUN,B2
konsumera,to consume,消费,VERB,B2
konsumtion,consumption,消费,NOUN,B2
smittsam,contagious,传染性的,ADJ,B2
behållare,container,容器,NOUN,B2
förorena,to contaminate,污染,VERB,B2
överväga,to contemplate,沉思,VERB,B2
tänksam,contemplative,沉思的,ADJ,B2
samtidig,contemporary,当代的,ADJ,B2
tillfredsställelse,contentment,满足,NOUN,B2
tävling,contest,比赛,NOUN,B2
kontextuell,contextual,语境的,ADJ,B2
kontinent,continent,大陆,NOUN,B2
kontingens,contingency,偶然性,NOUN,B2
fortsättning,continuation,延续,NOUN,B2
kontinuitet,continuity,连续性,NOUN,B2
kontinuerlig,continuous,连续的,ADJ,B2
avtala,to contract,收缩,VERB,B2
motsägelse,contradiction,矛盾,NOUN,B2
motsägelsefull,contradictory,矛盾的,ADJ,B2
motsats,contrary,反而,NOUN,B2
motsatt avsikt,contrary intention,反意,NOUN,B2
kontrastera,to contrast,对比,VERB,B2
överträda,to contravene,违反,VERB,B2
kontroversiell,controversial,有争议的,ADJ,B2
kontrovers,controversy,争议,NOUN,B2
sammanträffa,to convene,召集,VERB,B2
praktisk,convenient,方便的,ADJ,B2
konventionell,conventional,传统的,ADJ,B2
konvergera,to converge,汇聚,VERB,B2
konvergens,convergence,汇聚,NOUN,B2
konversera,to converse,交谈,VERB,B2
tvärtom,conversely,相反地,ADV,B2
konvertera,to convert,转换,VERB,B2
döma,to convict,定罪,VERB,B2
kramp,convulsion,抽搐,NOUN,B2
kokt köttbulle,cooked meatball,丸子熟,NOUN,B2
kokt ris,cooked rice,米饭,NOUN,B2
kex,cookie,饼干,NOUN,B2
kokpanna,cooking pot,炖锅,NOUN,B2
avkyla,to cool down,冷却,VERB,B2
kylning,cooling,冷却,NOUN,B2
koordinator,coordinator,协调员,NOUN,B2
koppar,copper,铜,NOUN,B2
kopist,copyist,抄写员,NOUN,B2
upphovsrätt,copyright,版权,NOUN,B2
korall,coral,珊瑚,NOUN,B2
kork,cork,软木塞,NOUN,B2
kröningsceremoni,coronation,加冕,NOUN,B2
lik,corpse,尸体,NOUN,B2
korrigering,correction,纠正,NOUN,B2
korrelation,correlation,相关性,NOUN,B2
korrespondera,to correspond,符合,VERB,B2
korrespondens,correspondence,通信,NOUN,B2
korrosion,corrosion,腐蚀,NOUN,B2
korrumpera,corrupt,腐败的,ADJ,B2
korrumpera,to corrupt,腐败,VERB,B2
korruption,corruption,腐败,NOUN,B2
kosmisk,cosmic,宇宙的,ADJ,B2
kostym,costume,戏服,NOUN,B2
hosta,cough,咳嗽,NOUN,B2
råd,council,委员会,NOUN,B2
rådgivning,counseling,咨询,NOUN,B2
räkna,to count as,算,VERB,B2
motverka,to counter,反击,VERB,B2
motform,counter-form,反式,NOUN,B2
motlogik,counter-logic,反逻,NOUN,B2
antimateri,counter-matter,反物,NOUN,B2
motmekanism,counter-mechanism,反机,NOUN,B2
motmodell,counter-model,反模,NOUN,B2
motobservation,counter-observation,反察,NOUN,B2
motkvalitet,counter-quality,反质,NOUN,B2
motrutt,counter-route,反途,NOUN,B2
motfärdighet,counter-skill,反技,NOUN,B2
motsula,counter-sole,反唯,NOUN,B2
motstruktur,counter-structure,反结,NOUN,B2
motsystem,counter-system,反系,NOUN,B2
motteknik,counter-technique,反术,NOUN,B2
motström,counter-trend,反势,NOUN,B2
mottyp,counter-type,反型,NOUN,B2
motattack,counterattack,反击,NOUN,B2
falsk,counterfeit,假冒,ADJ,B2
motpart,counterpart,对应的人或物,NOUN,B2
otalig,countless,无数的,ADJ,B2
land,countryside,乡村,NOUN,B2
kupp,coup,政变,NOUN,B2
par,couple,一对,NOUN,B2
distikon,couplet,对联,NOUN,B2
avvisning,court dismissal,退朝,NOUN,B2
hövlighet,courtesy,礼貌,NOUN,B2
gård,courtyard,庭院,NOUN,B2
förbund,covenant,契约,NOUN,B2
girighet,covetousness,贪欲,NOUN,B2
krabba,crab,螃蟹,NOUN,B2
knakka,to crackle,噼啪作响,VERB,B2
hantverk,craft,工艺,NOUN,B2
hantverkare,craftsman,工匠,NOUN,B2
hantverkskonst,craftsmanship,手工艺,NOUN,B2
kran,crane,起重机,NOUN,B2
kassa,crate,板条箱,NOUN,B2
krater,crater,火山口,NOUN,B2
längta,to crave,渴望,VERB,B2
kreativ,creative,有创造力的,ADJ,B2
kreativitet,creativity,创造力,NOUN,B2
trovärdighet,credibility,可信度,NOUN,B2
fordringshavare,creditor,债权人,NOUN,B2
fordringsrätt,creditor's right,债权,NOUN,B2
trosbekännelse,creed,信条,NOUN,B2
våga,crest,顶峰,NOUN,B2
brottslighet,criminality,犯罪,NOUN,B2
kriminalisera,to criminalize,定罪,VERB,B2
kritiker,critic,评论家,NOUN,B2
kritisk,critical,关键的,ADJ,B2
kritikalitet,criticality,临界性,NOUN,B2
kritisera,to criticize,批评,VERB,B2
sned,crooked,弯曲的,ADJ,B2
gröda,crop,庄稼,NOUN,B2
korsning,crossing,交叉口,NOUN,B2
korsväg,crossroads,十字路口,NOUN,B2
knäböja,to crouch,蹲下,VERB,B2
kråka,crow,乌鸦,NOUN,B2
folkmassa,crowd,人群,NOUN,B2
kröna,to crown,加冕,VERB,B2
avgörande,crucial,至关重要的,ADJ,B2
härskamma,cruelty,残忍,NOUN,B2
kryssning,cruise,巡航,NOUN,B2
knäcka,to crunch,嘎吱作响,VERB,B2
knäckande nederlag,crushing defeat,惨败,NOUN,B2
skorpa,crust,外壳,NOUN,B2
kräftdjur,crustacean,甲壳类动物,NOUN,B2
kryck,crutch,拐杖,NOUN,B2
kristall,crystal,水晶,NOUN,B2
unge,cub,幼兽,NOUN,B2
kub,cube,立方体,NOUN,B2
kubism,cubism,立体主义,NOUN,B2
kulturell,cultural,文化的,ADJ,B2
kulturrelikv,cultural relic,文物,NOUN,B2
list,cunning,诡计,NOUN,B2
inskränka,to curb,抑制,VERB,B2
nuvarande dynasti,current dynasty,当朝,NOUN,B2
för närvarande,currently,目前,ADV,B2
förbannad,cursed,被诅咒的,ADJ,B2
gardinstång,curtain rod,窗帘杆,NOUN,B2
kurva,curve,曲线,NOUN,B2
kudde,cushion,垫子,NOUN,B2
vårdnad,custody,监护,NOUN,B2
sedvanlig,customary,习惯的,ADJ,B2
anständighet,decency,体面,NOUN,B2
decentralisering,decentralization,权力下放,NOUN,B2
bedrägeri,deception,欺骗,NOUN,B2
fuskmod,deception dare,你敢骗我,NOUN,B2
avkoda,to decipher,破译,VERB,B2
beslutsfattare,decision-maker,决策者,NOUN,B2
deklaration,declaration,宣言,NOUN,B2
förklara,to declare,宣布,VERB,B2
avtagande,decline,衰退,NOUN,B2
avböja artigt,to decline politely,婉拒,VERB,B2
avveckling,decommissioning,退役,NOUN,B2
nedbryta,to decompose,分解,VERB,B2
dekonstruera,to deconstruct,解构,VERB,B2
dekonstruktion,deconstruction,解构主义,NOUN,B2
minska,decrease,减少,NOUN,B2
minska,to decrease,减少,VERB,B2
förordna,decree,法令,NOUN,B2
förordna,to decree,颁布法令,VERB,B2
avkryptering,decryption,解密,NOUN,B2
dedikera,to dedicate,致力于,VERB,B2
deducera,to deduce,推断,VERB,B2
avdraga,to deduct,扣除,VERB,B2
avdrag,deduction,扣除,NOUN,B2
djupsteka,to deep-fry,油炸,VERB,B2
fördjupa,to deepen,加深,VERB,B2
standard,default,违约,NOUN,B2
defetism,defeatism,失败主义,NOUN,B2
övergå,to defect,叛变,VERB,B2
försvara sitt land,to defend one's country,卫国,VERB,B2
åtalad,defendant,被告,NOUN,B2
uppror,defiance,挑衅,NOUN,B2
upprorisk,defiant,挑衅的,ADJ,B2
brist,deficiency,缺乏,NOUN,B2
bristfällig,deficient,有缺陷的,ADJ,B2
underskott,deficit,赤字,NOUN,B2
definitiv,definitive,决定性的,ADJ,B2
avskogning,deforestation,森林砍伐,NOUN,B2
bedra,to defraud,诈骗,VERB,B2
trotta,to defy,违抗,VERB,B2
degenerera,to degenerate,退化,VERB,B2
degradera,to degrade,贬低,VERB,B2
dehydrering,dehydration,脱水,NOUN,B2
gudom,deity,神,NOUN,B2
nedslagen,dejected,沮丧的,ADJ,B2
nedslagenhet,dejection,沮丧,NOUN,B2
försening,delay,延迟,NOUN,B2
delegat,delegate,代表,NOUN,B2
avsiktlig,deliberate,深思熟虑的,ADJ,B2
avsiktligt,deliberately,故意地,ADV,B2
smaklig,delicious,美味的,ADJ,B2
glädje,delight,高兴,NOUN,B2
brottlighet,delinquency,违法行为,NOUN,B2
förbrytare,delinquent,罪犯,NOUN,B2
översvämning,deluge,洪水,NOUN,B2
sken,delusion,幻想,NOUN,B2
krävande,demanding,要求高的,ADJ,B2
demens,dementia,痴呆,NOUN,B2
avmilitarisering,demilitarization,去武,NOUN,B2
demokratisering,democratization,民主化,NOUN,B2
demografi,demography,人口学,NOUN,B2
riva,to demolish,拆除,VERB,B2
rivning,demolition,拆除,NOUN,B2
demoralisera,to demoralize,使士气低落,VERB,B2
design,design,设计,NOUN,B2
design,to design,设计,VERB,B2
öde,desolate,荒凉的,ADJ,B2
föraktlig,despicable,可鄙的,ADJ,B2
destabilisering,destabilization,动摇,NOUN,B2
destabilisera,to destabilize,使不稳定,VERB,B2
öde,destiny,命运,NOUN,B2
utblottning,destitution,贫困,NOUN,B2
förstörelse,destruction,破坏,NOUN,B2
destruktiv,destructive,مدمر,ADJ,B2
avskilja,to detach,分离,VERB,B2
avskiljande,detachment,脱落,NOUN,B2
upptäcka,to detect,探测,VERB,B2
avspänning,detente,缓和,NOUN,B2
försämras,to deteriorate,恶化,VERB,B2
beslutsamhet,determination,决心,NOUN,B2
beslutsam,determined,下定决心的,ADJ,B2
deterministisk,deterministic,决定论的,ADJ,B2
avskyvärd,detestable,可恶的,ADJ,B2
detonera,to detonate,引爆,VERB,B2
omväg,detour,绕道,NOUN,B2
avgifta,to detoxify,解毒,VERB,B2
devalvera,to devalue,贬值,VERB,B2
ödelägga,to devastate,摧毁,VERB,B2
förödelse,devastation,破坏,NOUN,B2
utvecklad,developed,发达的,ADJ,B2
utvecklare,developer,开发商,NOUN,B2
avvikelse,deviation,偏离,NOUN,B2
utforma,to devise,设计,VERB,B2
hängivenhet,devotion,奉献,NOUN,B2
dagg,dew,露水,NOUN,B2
diagnostisera,to diagnose,诊断,VERB,B2
dialekt,dialect,方言,NOUN,B2
dialoga,to dialogue,对话,VERB,B2
diarré,diarrhea,腹泻,NOUN,B2
tärning,dice,骰子,NOUN,B2
diktera,to dictate,口述,VERB,B2
ordbok,dictionary,词典,NOUN,B2
kost,diet,饮食,NOUN,B2
differentiera,to differentiate,区分,VERB,B2
differentiering,differentiation,区分,NOUN,B2
svår attack,difficult attack,难攻,NOUN,B2
svårt problem,difficult problem,难题,NOUN,B2
diffunda,to diffuse,扩散,VERB,B2
smälta,to digest,消化,VERB,B2
smältning,digestion,消化,NOUN,B2
smältande,digestive,消化的,ADJ,B2
grävning,digging,挖掘,NOUN,B2
siffra,digit,数字,NOUN,B2
digitalisering,digitization,数字化,NOUN,B2
digrediera,to digress,离题,VERB,B2
dilatera,to dilate,膨胀,VERB,B2
dilatation,dilation,扩张,NOUN,B2
dilemma,dilemma,困境,NOUN,B2
flitig,diligent,勤奋的,ADJ,B2
dinosaurie,dinosaur,恐龙,NOUN,B2
dippa,to dip,蘸,VERB,B2
diplomati,diplomacy,外交,NOUN,B2
diplomatisk,diplomatic,外交的,ADJ,B2
riktningsskylt,direction sign,指示牌,NOUN,B2
direkt,directly,直接地,ADV,B2
funktionsnedsättning,disability,残疾,NOUN,B2
funktionsnedsatt,disabled,残疾的,ADJ,B2
nackdel,disadvantage,劣势,NOUN,B2
disputera,to disagree,不同意,VERB,B2
oense,disagreement,不和,NOUN,B2
försvinnande,disappearance,消失,NOUN,B2
besvika,to disappoint,使失望,VERB,B2
besvikande,disappointing,令人失望的,ADJ,B2
missbilliga,to disapprove,不赞成,VERB,B2
avvapna,to disarm,解除武装,VERB,B2
demontera,to disassemble,拆卸,VERB,B2
katastrofal,disastrous,灾难性的,ADJ,B2
avvisa,to disavow,否认,VERB,B2
otro,disbelief,不信,NOUN,B2
förkasta,to discard,丢弃,VERB,B2
utsläpp,discharge,放电,NOUN,B2
discipel,disciple,门徒,NOUN,B2
disciplinera,to discipline,管教,VERB,B2
avslöja,to disclose,揭露,VERB,B2
obehag,discomfort,不适,NOUN,B2
avkoppla,to disconnect,断开,VERB,B2
avbryta,to discontinue,停止,VERB,B2
strid,discord,不和,NOUN,B2
diskordans,discordance,不一致,NOUN,B2
avskräcka,to discourage,使气馁,VERB,B2
diskutera,discourse,论述,NOUN,B2
diskutera,to discourse,论述,VERB,B2
diskreditera,to discredit,败坏名声,VERB,B2
diskretion,discretion,谨慎,NOUN,B2
diskriminera,to discriminate,歧视,VERB,B2
förfärlighet,disdain,蔑视,NOUN,B2
lämna,to disembark,下船,VERB,B2
avlägsna,to disengage,脱离,VERB,B2
skam,disgrace,耻辱,NOUN,B2
dölja,disguise,伪装,NOUN,B2
dölja,to disguise,伪装,VERB,B2
tallrik,dish,盘子,NOUN,B2
desinficera,to disinfect,消毒,VERB,B2
desinfektionsmedel,disinfectant,消毒剂,NOUN,B2
desinformation,disinformation,虚假信息,NOUN,B2
intressebrist,disinterest,公正;不感兴趣,NOUN,B2
opartisk,disinterested,公正的,ADJ,B2
disjunkt,disjoint,不相交的,ADJ,B2
luxera,to dislocate,使脱臼,VERB,B2
luxation,dislocation,脱臼,NOUN,B2
nedmontering,dismantling,拆除，瓦解,NOUN,B2
avsked,dismissal,解雇,NOUN,B2
stiga av,to dismount,下马,VERB,B2
lydnadsbrist,disobedience,不服从,NOUN,B2
lyda inte,to disobey,违抗,VERB,B2
oordningsam,disorderly,杂乱的,ADJ,B2
orientera bort,to disorient,使迷失方向,VERB,B2
orienteringsstörning,disorientation,迷失方向,NOUN,B2
obalans,disparity,差异,NOUN,B2
skicka,to dispatch,派遣,VERB,B2
utdela medicin,to dispense medicine,配药,VERB,B2
utställning,display,展示,NOUN,B2
missnöja,to displease,使不快,VERB,B2
missnöje,displeasure,不悦,NOUN,B2
avfallshantering,disposal,处理,NOUN,B2
tvist,dispute,争论,NOUN,B2
ignorera,to disregard,忽视,VERB,B2
sektionera,to dissect,解剖,VERB,B2
sprida,to disseminate,传播,VERB,B2
dissens,dissent,异议,NOUN,B2
avhandling,dissertation,论文,NOUN,B2
upplösning,dissolution,溶解,NOUN,B2
upplösa,to dissolve,溶解,VERB,B2
dissonans,dissonance,不和谐,NOUN,B2
avråda,to dissuade,劝阻,VERB,B2
distinkt,distinct,明显的,ADJ,B2
distinktion,distinction,区别,NOUN,B2
distinkt,distinguished,杰出,ADJ,B2
förvränga,to distort,扭曲,VERB,B2
förvrängning,distortion,扭曲,NOUN,B2
distriktchef,district head,区长,NOUN,B2
dyka,dive,跳水,NOUN,B2
dyka,to dive,潜水,VERB,B2
diversifiering,diversification,多样化,NOUN,B2
diversifiera,to diversify,使多样化,VERB,B2
avleda,to divert,转移,VERB,B2
divin,divine,神圣的,ADJ,B2
dykning,diving,潜水,NOUN,B2
gudomlighet,divinity,神性,NOUN,B2
skilja,to divorce,离婚,VERB,B2
svimning,dizziness,眩晕,NOUN,B2
svimmande,dizzy,头晕的,ADJ,B2
inte,do not,莫,ADV,B2
använd ej,do not use,别用,NOUN,B2
göra,to do one's best,尽力,VERB,B2
göra,to do to make,做,VERB,B2
lydnad,docility,温顺,NOUN,B2
brygga,dock,码头,NOUN,B2
doktorat,doctorate,博士学位,NOUN,B2
dokumentär,documentary,纪录片的,ADJ,B2
undvika,to dodge,躲避,VERB,B2
dogmatisk,dogmatic,教条的,ADJ,B2
delfin,dolphin,海豚,NOUN,B2
donation,donation,捐款,NOUN,B2
drama,drama,戏剧,NOUN,B2
drift,drift,漂移,NOUN,B2
drift,drifting,漂泊,NOUN,B2
borr,drill,钻头,NOUN,B2
infart,driveway,车道,NOUN,B2
droppa,to drop,掉落,VERB,B2
tork,drought,干旱,NOUN,B2
sömnighet,drowsiness,昏睡,NOUN,B2
trummor,drum,鼓,NOUN,B2
dualitet,duality,二元性,NOUN,B2
förfallen,due,到期的,ADJ,B2
på grund av,due to,由于,ADP,B2
tristess,dullness,迟钝,NOUN,B2
dum,dumb,愚蠢的,ADJ,B2
knytpudde,dumpling,丸子,NOUN,B2
dyna,dune,沙丘,NOUN,B2
duplicera,to duplicate,复制,VERB,B2
hållbarhet,durability,耐用性,NOUN,B2
varaktighet,duration,持续时间,NOUN,B2
under,during,在...期间,ADP,B2
under dagen,during the day,在白天,ADV,B2
skymning,dusk,黄昏,NOUN,B2
nederländsk,dutch,荷兰的,ADJ,B2
bostad,dwelling,住宅,NOUN,B2
dynamisk,dynamic,动态的,ADJ,B2
dynasti,dynasty,王朝,NOUN,B2
dysfunktion,dysfunction,功能障碍,NOUN,B2
dystopi,dystopia,反乌托邦,NOUN,B2
varje,each,每个,DET,B2
örn,eagle,鹰,NOUN,B2
tidigare,earlier,刚才,ADV,B2
morgon,early morning,凌晨,NOUN,B2
tidsig varning,early warning,预警,NOUN,B2
jordbävning,earthquake,地震,NOUN,B2
lätthet,ease,轻松,NOUN,B2
lätt sagt,easy to say,好说,NOUN,B2
excentrisk,eccentric,古怪的,ADJ,B2
kyrklig,ecclesiastical,教会的,ADJ,B2
formörkelse,eclipse,日食,NOUN,B2
ekologi,ecology,生态学,NOUN,B2
ekosystem,ecosystem,生态系统,NOUN,B2
extas,ecstasy,狂喜,NOUN,B2
kant,edge,边缘,NOUN,B2
edikt,edict,法令,NOUN,B2
redigera,to edit,编辑,VERB,B2
upplaga,edition,版本,NOUN,B2
redaktörsartikel,editorial,社论,NOUN,B2
utbilda,to educate,教育,VERB,B2
effektivitet,effectiveness,功效,NOUN,B2
verkan,efficacy,功效,NOUN,B2
effektiv,efficient,高效的,ADJ,B2
aubergine,eggplant,茄子,NOUN,B2
utveckla,elaborate,详尽的,ADJ,B2
utveckla,to elaborate,制定,VERB,B2
elasticitet,elasticity,弹性,NOUN,B2
upprymd,elated,兴高采烈的,ADJ,B2
äldre,elderly,年长的,ADJ,B2
äldste son,eldest son,长子,NOUN,B2
välja,to elect,选举,VERB,B2
väljarkår,electorate,选民,NOUN,B2
elektronisk,electronic,电子的,ADJ,B2
elektronisk betalning,electronic payment,电子支付,NOUN,B2
elegi,elegy,挽歌,NOUN,B2
höjd,elevation,提升,NOUN,B2
eliminering,elimination,消除,NOUN,B2
eloquens,eloquence,口才,NOUN,B2
emanera,to emanate,散发,VERB,B2
emancipera,to emancipate,解放,VERB,B2
inbädda,to embed,嵌入,VERB,B2
pryda,to embellish,装饰,VERB,B2
försloka,to embezzle,贪污,VERB,B2
förslokning,embezzlement,贪污,NOUN,B2
kroppslita,to embody,体现,VERB,B2
brodera,to embroider,刺绣,VERB,B2
broderi,embroidery,刺绣,NOUN,B2
uppkomst,emergence,涌现,NOUN,B2
emittera,to emit,发出,VERB,B2
emotionalitet,emotionality,感性/情绪化,NOUN,B2
ematisera,to empathize,共情,VERB,B2
betoning,emphasis,强调,NOUN,B2
rike,empire,帝国,NOUN,B2
befogen,to empower,授权,VERB,B2
kejsarinna,empress,女皇,NOUN,B2
tomhet,emptiness,空虚,NOUN,B2
tomt rykte,empty fame,虚名,NOUN,B2
emulera,to emulate,效仿,VERB,B2
möjliggöra,to enable,使能够,VERB,B2
verkställa,to enact,颁布,VERB,B2
förtrylla,to enchant,使着迷,VERB,B2
förtryllande,enchanting,迷人的,ADJ,B2
inluta,to enclose,围住,VERB,B2
omfatta,to encompass,包含,VERB,B2
möte,encounter,相遇,NOUN,B2
uppmuntra,to encourage,鼓励,VERB,B2
kryptering,encryption,加密,NOUN,B2
encyklopedi,encyclopedia,百科全书,NOUN,B2
encyklopedisk,encyclopedic,百科全书式的,ADJ,B2
slut,end,端,PART,B2
äventyra,to endanger,危及,VERB,B2
hotad,endangered,濒危的,ADJ,B2
godkänna,to endorse,支持,VERB,B2
godkännande,endorsement,背书,NOUN,B2
donera,to endow,赋予,VERB,B2
uthållighet,endurance,坚忍,NOUN,B2
uthärda,to endure,忍受,VERB,B2
fiende,enemy must,仇必,NOUN,B2
fiendestat,enemy state,敌国,NOUN,B2
upprätthålla,to enforce,执行,VERB,B2
verkställighet,enforcement,执行,NOUN,B2
engagemang,engagement,订婚,NOUN,B2
ingenjörskonst,engineering,工程学,NOUN,B2
gravyr,engraving,版画,NOUN,B2
förstora,to enlarge,扩大,VERB,B2
upplysa,to enlighten,启发,VERB,B2
upplyst,enlightened,开明的,ADJ,B2
upplysning,enlightenment,澄清,NOUN,B2
värva,to enlist,征募,VERB,B2
fientlighet,enmity,敌意,NOUN,B2
förädla,to ennoble,使高贵,VERB,B2
enormitet,enormity,极恶,NOUN,B2
tillräcklig,enough,足够的,ADJ,B2
berikning,enrichment,丰富,NOUN,B2
skriva in,to enroll,注册,VERB,B2
inskrivning,enrollment,注册,NOUN,B2
medföra,to entail,牵涉,VERB,B2
trassla in,to entangle,使纠缠,VERB,B2
träda in,to enter,进入,VERB,B2
inträda i stad,to enter city,进城,VERB,B2
företag,enterprise,企业,NOUN,B2
underhålla,to entertain,娱乐,VERB,B2
underhållningscenter,entertainment center,娱乐中心,NOUN,B2
tronbestigning,enthronement,登基,NOUN,B2
entusiasm,enthusiasm,热情,NOUN,B2
locka,to entice,引诱,VERB,B2
hel,entire,整个的,ADJ,B2
helhet,entirety,全部,NOUN,B2
följe,entourage,随从,NOUN,B2
befästa,to entrench,巩固,VERB,B2
ingång,entry,入口,NOUN,B2
räkna upp,to enumerate,列举,VERB,B2
uttal,enunciation,发音,NOUN,B2
avundsjuk,envious,嫉妒的,ADJ,B2
miljö-,environmental,环境的,ADJ,B2
miljöskydd,environmental protection,环境保护,NOUN,B2
miljörapport,environmental report,环境报告,NOUN,B2
föreställa sig,to envision,展望,VERB,B2
enzym,enzyme,酶,NOUN,B2
epos,epic,史诗,NOUN,B2
epikureisk,epicurean,享乐主义的,ADJ,B2
kunskapsteori,epistemology,认识论,NOUN,B2
personifiering,epitome,化身,NOUN,B2
lika,equal,相等的,ADJ,B2
ekvation,equation,方程,NOUN,B2
ridsport,equestrianism,马术,NOUN,B2
jämvikt,equilibrium,平衡,NOUN,B2
utrusta,to equip,装备,VERB,B2
utrustad,equipped,配备的,ADJ,B2
motsvarighet,equivalent,等价物,NOUN,B2
utrota,to eradicate,根除,VERB,B2
utrotning,eradication,根除,NOUN,B2
radera,to erase,擦除,VERB,B2
suddgummi,eraser,橡皮擦,NOUN,B2
radering,erasure,擦除,NOUN,B2
fela,to err,犯错,VERB,B2
ärende,errand,差事,NOUN,B2
fel,error,错误,NOUN,B2
utbrott,eruption,爆发,NOUN,B2
eskalera,to escalate,升级,VERB,B2
eskalation,escalation,升级,NOUN,B2
rulltrappa,escalator,自动扶梯,NOUN,B2
eskort,escort guard,镖师,NOUN,B2
spioneri,espionage,间谍活动,NOUN,B2
essens,essence,本质,NOUN,B2
väsentlig,essential,必要的,ADJ,B2
grundutrustning,essential equipment,要置,NOUN,B2
väsentligen,essentially,主要地,ADV,B2
fastighet,estate,地产,NOUN,B2
aktning,esteem,尊重,NOUN,B2
uppskatta,estimate,估计,NOUN,B2
uppskatta,to estimate,估计,VERB,B2
frånmärdhet,estrangement,疏离,NOUN,B2
mynning,estuary,河口,NOUN,B2
evig allians,eternal alliance,永结,NOUN,B2
etnicitet,ethnicity,种族,NOUN,B2
etnologi,ethnology,民族学,NOUN,B2
minnestal,eulogy,赞辞,NOUN,B2
eufemism,euphemism,委婉语,NOUN,B2
eufori,euphoria,欣快感,NOUN,B2
undvika,to evade,逃避,VERB,B2
utvärdering,evaluation,评估,NOUN,B2
evangelisera,to evangelize,传福音,VERB,B2
fördunsta,to evaporate,蒸发,VERB,B2
fördunstning,evaporation,蒸发,NOUN,B2
undvikande,evasive,回避的,ADJ,B2
jämn,even,偶数的,ADJ,B2
även om,even if,即使,SCONJ,B2
slutligen,eventually,最终,ADV,B2
bestå,to ever,里何尝,VERB,B2
vardag,every day,天天,ADV,B2
utvisa,to evict,驱逐,VERB,B2
utvisning,eviction,驱逐,NOUN,B2
tydlig,evident,明显的,ADJ,B2
ond,evil,邪,PART,B2
evolution,evolution,进化,NOUN,B2
utvecklas,to evolve,进化,VERB,B2
förvärra,to exacerbate,加剧,VERB,B2
förvärring,exacerbation,加剧,NOUN,B2
exakt,exactly,确切地,ADV,B2
överdriven,exaggerated,夸张的,ADJ,B2
överdrift,exaggeration,夸张,NOUN,B2
irritera,to exasperate,激怒,VERB,B2
irritation,exasperation,恼怒,NOUN,B2
utgräva,to excavate,挖掘,VERB,B2
överskrida,to exceed,超过,VERB,B2
utmärka,to excel,擅长,VERB,B2
undantagslös,exceptional,杰出的,ADJ,B2
urval,excerpt,摘录,NOUN,B2
överskott,excess,过量,NOUN,B2
överdriven,excessive,过度的,ADJ,B2
utbyta,to exchange,交换,VERB,B2
uppröra,to excite,使兴奋,VERB,B2
upprörhet,excitement,兴奋,NOUN,B2
utrop,exclamation,感叹,NOUN,B2
utesluten,excluded,排除在外的,ADJ,B2
uteslutning,exclusion,排除,NOUN,B2
exklusiv,exclusive,独有的,ADJ,B2
exklusivt,exclusively,专门地,ADV,B2
exklusivitet,exclusivity,排他性,NOUN,B2
bannlysa,to excommunicate,开除教籍,VERB,B2
bannlysning,excommunication,绝罚,NOUN,B2
skada,to excoriate,严厉批评,VERB,B2
rättare,executioner,刽子手,NOUN,B2
chef,executive,行政主管,NOUN,B2
testamentsförvaltare,executor,遗嘱执行人,NOUN,B2
exeges,exegesis,注释,NOUN,B2
befria,to exempt,免除,VERB,B2
undantag,exemption,豁免,NOUN,B2
utandas,to exhale,呼气,VERB,B2
utmatta,to exhaust,耗尽,VERB,B2
utmattning,exhaustion,疲惫,NOUN,B2
omfattande,exhaustive,详尽的,ADJ,B2
visa,to exhibit,展览,VERB,B2
mana,to exhort,劝告,VERB,B2
exhumera,to exhume,掘出,VERB,B2
fördriva,exile,流亡,NOUN,B2
fördriva,to exile,流放,VERB,B2
friklara,to exonerate,使无罪,VERB,B2
utvisa,to expel,开除,VERB,B2
använda,to expend,花费,VERB,B2
utgift,expenditure,支出,NOUN,B2
utgifter,expenses,费用,NOUN,B2
utgång,expiry,失效,NOUN,B2
uttrycklig,explicit,明确的,ADJ,B2
exploatering,exploitation,利用,NOUN,B2
upptäckare,explorer,探险家,NOUN,B2
explosiv,explosive,爆炸性的,ADJ,B2
exponering,exposure,暴露,NOUN,B2
redogöra,to expound,阐述,VERB,B2
expropriera,to expropriate,征用,VERB,B2
