Spanish_Lemma,English_Lemma,Chinese_Lemma,POS
masa,dough,面团,NOUN
mercancía,goods,商品,NOUN
ministro,minister,部长,NOUN
miseria,misery,贫困,NOUN
muelle,dock,码头,NOUN
nación,nation,国家,NOUN
negociar,to negotiate,谈判,VERB
novedad,novelty,新奇事物,NOUN
ocultar,to hide,隐藏,VERB
oficialmente,officially,正式地,ADV
operar,to operate,操作,VERB
pasaje,passage,通道,NOUN
pasión,passion,激情,NOUN
patrulla,patrol,巡逻,NOUN
patrón,pattern,图案,NOUN
pecado,sin,罪,NOUN
pendiente,pending,待定的,ADJ
permanecer,to remain,保持; 停留,VERB
petróleo,oil,石油,NOUN
pico,peak,山峰; 鸟嘴,NOUN
posesión,possession,占有; 财产,NOUN
potencia,power,力量; 功率,NOUN
precisamente,precisely,确切地; 正好,ADV
preso,prisoner,囚犯,NOUN
prioridad,priority,优先权; 重点,NOUN
prisionero,prisoner,囚犯,NOUN
procedimiento,procedure,程序; 手续,NOUN
progreso,progress,进步; 进展,NOUN
propietario,owner,所有者; 业主,NOUN
propuesta,proposal,提议; 建议,NOUN
protocolo,protocol,协议; 礼仪,NOUN
pulso,pulse,脉搏,NOUN
reacción,reaction,反应,NOUN
rebelde,rebellious,叛逆的,ADJ
recompensa,reward,奖励,NOUN
recuperación,recovery,恢复,NOUN
refugio,shelter,避难所,NOUN
rehén,hostage,人质,NOUN
remedio,remedy,补救措施,NOUN
renunciar,to resign,辞职,VERB
rescate,rescue,营救,NOUN
resistencia,resistance,抵抗,NOUN
resistir,to resist,抵抗,VERB
retirar,to withdraw,撤回,VERB
ronda,round,轮次,NOUN
rumbo,course,航向,NOUN
sabio,wise,明智的,ADJ
sacerdote,priest,神父,NOUN
sagrado,sacred,神圣的,ADJ
secuestro,kidnapping,绑架,NOUN
sentencia,sentence,判决,NOUN
soledad,loneliness,孤独,NOUN
sospecha,suspicion,怀疑,NOUN
sufrimiento,suffering,痛苦,NOUN
suicida,suicidal,自杀的,ADJ
suicidio,suicide,自杀,NOUN
superar,to overcome,克服,VERB
superficie,surface,表面,NOUN
tabaco,tobacco,烟草,NOUN
tanque,tank,坦克,NOUN
temor,fear,恐惧,NOUN
tensión,tension,紧张,NOUN
terapia,therapy,治疗,NOUN
territorio,territory,领土,NOUN
testimonio,testimony,证词,NOUN
tiroteo,shootout,枪战,NOUN
tragedia,tragedy,悲剧,NOUN
traición,betrayal,背叛,NOUN
tribu,tribe,部落,NOUN
tribunal,court,法庭,NOUN
técnica,technique,技术,NOUN
término,term,术语,NOUN
vencer,defeat,击败,VERB
veneno,poison,毒药,NOUN
veredicto,verdict,裁决,NOUN
virgen,virgin,处女,NOUN
víctima,victim,受害者,NOUN
vínculo,bond,纽带,NOUN
invadir,to invade,入侵,VERB
criticar,to criticize,批评,VERB
lamentar,to regret,遗憾,VERB
degustar,to taste,品尝,VERB
batir,to beat,搅打,VERB
tejer,to knit,编织,VERB
bordar,to embroider,刺绣,VERB
desatar,to untie,解开,VERB
desenvolver,to unwrap,拆开,VERB
acelerar,to accelerate,加速,VERB
atropellar,to run over,撞倒,VERB
resbalar,to slip,滑倒,VERB
tropezar,to stumble,绊倒,VERB
emprender,to undertake,着手,VERB
aplazar,to postpone,推迟,VERB
festejar,to celebrate,庆祝,VERB
depositar,to deposit,存放,VERB
repentino,sudden,突然的,ADJ
abogado,lawyer,律师,NOUN
acariciar,to caress,抚摸,VERB
acostumbrar,to accustom,使习惯,VERB
acostumbrarse,to get used to,习惯于,VERB
acusar,to accuse,指控,VERB
adaptar,to adapt,适应,VERB
adoptar,to adopt,收养,VERB
adorno,adornment,装饰,NOUN
advertir,to warn,警告,VERB
afectar,to affect,影响,VERB
afirmar,to affirm,断言,VERB
agotar,to exhaust,耗尽,VERB
agresivo,aggressive,侵略的,ADJ
aislar,to isolate,隔离,VERB
ajustar,to adjust,调整,VERB
alimento,food,食物,NOUN
aliviar,to relieve,缓解,VERB
alojamiento,accommodation,住宿,NOUN
alojar,to accommodate,提供住宿,VERB
alterar,to alter,改变,VERB
amargo,bitter,苦的,ADJ
amenazar,to threaten,威胁,VERB
ampliar,to expand,扩大,VERB
amplio,wide,宽阔的,ADJ
analizar,to analyze,分析,VERB
aparición,appearance,出现,NOUN
apertura,opening,开放,NOUN
aprendizaje,learning,学习,NOUN
apresurarse,to hurry,赶紧,VERB
arrastrar,to drag,拖,VERB
arrepentirse,to regret,后悔,VERB
atento,attentive,专注的,ADJ
atraer,to attract,吸引,VERB
atrevido,daring,大胆的,ADJ
ausente,absent,缺席的,ADJ
bacteria,bacterium,细菌,NOUN
barbaridad,barbarity,残暴,NOUN
barrera,barrier,障碍,NOUN
basar,to base,以...为基础,VERB
basarse,to be based on,基于,VERB
bastón,cane,手杖,NOUN
bucear,to dive,潜水,VERB
caluroso,warm,温暖的,ADJ
calvo,bald,秃头的,ADJ
cariñoso,affectionate,深情的,ADJ
casero,homemade,自制的,ADJ
categoría,category,类别,NOUN
catálogo,catalog,目录,NOUN
cerámica,ceramics,陶瓷,NOUN
ciclo,cycle,周期,NOUN
citar,to cite,引用,VERB
clasificación,classification,分类,NOUN
clasificar,to classify,分类,VERB
coincidir,to coincide,一致,VERB
colaboración,collaboration,合作,NOUN
colaborar,to collaborate,合作,VERB
colorido,colorful,色彩鲜艳的,ADJ
composición,composition,作文,NOUN
concentrar,to concentrate,集中,VERB
condenar,to condemn,谴责,VERB
confirmación,confirmation,确认,NOUN
confortable,comfortable,舒适的,ADJ
consejero,advisor,顾问,NOUN
consentir,to consent,同意,VERB
consolar,to console,安慰,VERB
consumir,to consume,消耗,VERB
contagiar,to infect,传染,VERB
contaminación,pollution,污染,NOUN
contaminar,to pollute,污染,VERB
correspondencia,correspondence,通信,NOUN
cortés,polite,有礼貌的,ADJ
costoso,expensive,昂贵的,ADJ
creencia,belief,信念,NOUN
crucero,cruise,游轮,NOUN
cuidadoso,careful,小心的,ADJ
cultivar,to cultivate,耕种,VERB
cultivo,cultivation,耕作,NOUN
cumbre,summit,顶峰,NOUN
cálculo,calculation,计算,NOUN
célula,cell,细胞,NOUN
cómico,comic,喜剧的,ADJ
debatir,to debate,辩论,VERB
decepcionante,disappointing,令人失望的,ADJ
decepcionar,to disappoint,使失望,VERB
declararse,to declare oneself,表明立场,VERB
defecto,defect,缺陷,NOUN
demostración,demonstration,演示,NOUN
desesperación,despair,绝望,NOUN
documental,documentary,纪录片的,ADJ
dorado,golden,金色的,ADJ
enfrentarse,to confront,面对,VERB
enterar,to inform,通知,VERB
entorno,environment,环境,NOUN
entusiasmo,enthusiasm,热情,NOUN
extraterrestre,extraterrestrial,外星人的,ADJ
finanzas,finances,财务,NOUN
frágil,fragile,脆弱的,ADJ
fórmula,formula,公式,NOUN
generalmente,generally,通常,ADV
género,genre,类型,NOUN
inesperado,unexpected,意外的,ADJ
insoportable,unbearable,难以忍受的,ADJ
insulto,insult,侮辱,NOUN
lejano,distant,遥远的,ADJ
lesión,injury,伤害,NOUN
lote,lot,一批,NOUN
mérito,merit,优点,NOUN
optimista,optimistic,乐观的,ADJ
perseguir,to chase,追逐,VERB
probabilidad,probability,概率,NOUN
provocar,to provoke,引起,VERB
rechazar,to reject,拒绝,VERB
rescatar,to rescue,营救,VERB
respaldo,support,支持,NOUN
ruina,ruin,废墟,NOUN
satisfacción,satisfaction,满意,NOUN
sustancia,substance,物质,NOUN
triunfo,triumph,胜利,NOUN
ídolo,idol,偶像,NOUN
adicción,addiction,成瘾,NOUN
aduana,customs,海关,NOUN
aflojar,to loosen,放松,VERB
ahogar,to drown,淹死,VERB
aislamiento,isolation,隔离,NOUN
alabar,to praise,赞扬,VERB
albergue,shelter,庇护所,NOUN
alentar,to encourage,鼓励,VERB
aliado,ally,盟友,NOUN
almacenar,to store,储存,VERB
alumbrar,to illuminate,照亮,VERB
ambición,ambition,野心,NOUN
ampliación,expansion,扩建,NOUN
angustia,anguish,痛苦,NOUN
antemano,beforehand,预先,ADV
antojo,craving,渴望,NOUN
aparentar,to pretend,假装,VERB
apresurar,to hurry,加快,VERB
arañar,to scratch,抓,VERB
arrepentimiento,regret,后悔,NOUN
artefacto,device,装置,NOUN
asaltar,to assault,袭击,VERB
aspirante,applicant,申请人,NOUN
atascar,to jam,堵塞,VERB
ateo,atheist,无神论者,NOUN
atrasado,late,落后的,ADJ
averiarse,to break down,发生故障,VERB
balancear,to swing,摇摆,VERB
blanquear,to whiten,使变白,VERB
borrachera,drunkenness,醉酒,NOUN
calambre,cramp,抽筋,NOUN
capricho,whim,奇想,NOUN
carcajada,guffaw,哄堂大笑,NOUN
chatarra,scrap,废料,NOUN
chisme,gossip,流言蜚语,NOUN
chismoso,gossipy,爱传流言的,ADJ
chispa,spark,火花,NOUN
chorro,jet,喷射,NOUN
choza,hut,茅屋,NOUN
cobardía,cowardice,懦弱,NOUN
cojear,to limp,跛行,VERB
coleccionista,collector,收藏家,NOUN
colectar,to collect,收集,VERB
columpiar,to swing,使摇摆,VERB
columpiarse,to swing,荡秋千,VERB
compadre,godfather,教父,NOUN
compatriota,compatriot,同胞,NOUN
consentido,spoiled,被宠坏的,ADJ
conserje,janitor,看门人,NOUN
consulado,consulate,领事馆,NOUN
contagio,contagion,传染,NOUN
convención,convention,惯例,NOUN
convento,convent,修道院,NOUN
conversión,conversion,转换,NOUN
coronar,to crown,加冕,VERB
corteza,bark,树皮,NOUN
cosechar,to harvest,收获,VERB
crueldad,cruelty,残忍,NOUN
cuota,quota,配额,NOUN
cursar,to take a course,修读,VERB
cédula,ID card,身份证,NOUN
dardo,dart,飞镖,NOUN
datar,to date,注明日期,VERB
decencia,decency,体面,NOUN
desperdicio,waste,浪费,NOUN
entierro,burial,葬礼,NOUN
expedición,expedition,探险,NOUN
furia,fury,狂怒,NOUN
gratitud,gratitude,感激,NOUN
inspección,inspection,检查,NOUN
intimidad,intimacy,亲密,NOUN
provecho,benefit,利益,NOUN
puñetazo,punch,拳击,NOUN
retirada,withdrawal,撤退,NOUN
subasta,auction,拍卖,NOUN
táctica,tactic,战术,NOUN
orar,to pray,祈祷,VERB
ajetreado,busy,忙碌的,ADJ
ajetreo,bustle,忙乱,NOUN
angosto,narrow,狭窄的,ADJ
aprieto,predicament,困境,NOUN
apéndice,appendix,附录,NOUN
atareado,busy,忙碌的,ADJ
balazo,gunshot,枪击,NOUN
confitería,candy shop,糖果店,NOUN
cuchillada,knife wound,刀伤,NOUN
chapotear,to splash,扑腾,VERB
evaluar,to evaluate,评估,VERB
introducir,to introduce,介绍,VERB
inundar,to flood,淹没,VERB
