Arabic_Lemma,English_Lemma,Chinese_Lemma,POS
مبرمج,programmer,程序员,NOUN
حداد,blacksmith,铁匠,NOUN
سمسار,broker,经纪人,NOUN
موثق,notary,公证人,NOUN
مقاول,contractor,承包商,NOUN
إطفائي,firefighter,消防员,NOUN
راعي,shepherd,牧羊人,NOUN
بستاني,gardener,园丁,NOUN
مهني,professional,专业的,ADJ
كفاءة,competence,能力,NOUN
توظيف,hiring,招聘,NOUN
مرشح,candidate,候选人,NOUN
مسؤولية,responsibility,责任,NOUN
نوبة,shift,轮班,NOUN
تسريح,layoff,解雇,NOUN
استقالة,resignation,辞职,NOUN
تعاونية,cooperative,合作社,NOUN
عطار,herbalist,草药师,NOUN
فخار,pottery,陶器,NOUN
حمال,porter,搬运工,NOUN
سحور,pre-dawn meal,封斋饭,NOUN
صداق,dowry,彩礼,NOUN
كبش,ram,公羊,NOUN
ذبح,to slaughter,屠宰,VERB
تراث,heritage,遗产,NOUN
فولكلور,folklore,民俗,NOUN
مجوهرات,jewelry,珠宝,NOUN
بخور,incense,香,NOUN
بخّر,to steam,蒸,VERB
فرم,to mince,切碎,VERB
بَهَّرَ,to season,调味,VERB
توابل,spices,香料,NOUN
عجينة,dough,面团,NOUN
مقادير,ingredients,食材,NOUN
كمون,cumin,孜然,NOUN
خل,vinegar,醋,NOUN
نقع,to soak,浸泡,VERB
غربال,sieve,筛子,NOUN
جمر,embers,余烬,NOUN
بخار,steam,蒸汽,NOUN
مقرمش,crunchy,脆的,ADJ
محشي,stuffed,填馅的,ADJ
مطحون,ground,磨碎的,ADJ
مجفف,dried,干燥的,ADJ
مرهم,ointment,药膏,NOUN
تحليل,medical test,医学检查,NOUN
سكري,diabetes,糖尿病,NOUN
زكام,head cold,感冒,NOUN
إسهال,diarrhea,腹泻,NOUN
إمساك,constipation,便秘,NOUN
التواء,sprain,扭伤,NOUN
مصحة,clinic,诊所,NOUN
مستعجلات,emergency room,急诊室,NOUN
تأمين,insurance,保险,NOUN
لقاح,vaccine,疫苗,NOUN
جرعة,dose,剂量,NOUN
أعراض,symptoms,症状,NOUN
عدوى,infection,感染,NOUN
ميكروب,germ,细菌,NOUN
سمنة,obesity,肥胖,NOUN
مسكن,painkiller,止痛药,NOUN
كبد,liver,肝脏,NOUN
كلى,kidney,肾脏,NOUN
مفصل,joint,关节,NOUN
حلق,throat,喉咙,NOUN
طفح,rash,皮疹,NOUN
حكة,itching,瘙痒,NOUN
حرقة,heartburn,烧心,NOUN
غثيان,nausea,恶心,NOUN
أغمي,to faint,昏倒,VERB
نزيف,bleeding,出血,NOUN
ورم,swelling,肿胀,NOUN
التهاب,inflammation,炎症,NOUN
شفى,to cure,治愈,VERB
إدمان,addiction,成瘾,NOUN
بصر,eyesight,视力,NOUN
عكاز,crutch,拐杖,NOUN
خياطة,stitches,缝合,NOUN
ركن,to park,停车,VERB
بوق,horn,喇叭,NOUN
رادار,speed radar,测速雷达,NOUN
تعطل,breakdown,故障,NOUN
جرار,tractor,拖拉机,NOUN
إشعال,ignition,点火,NOUN
منحدر,slope,斜坡,NOUN
أولوية,priority,优先权,NOUN
خردة,scrap,废料,NOUN
دهان,paint,油漆,NOUN
طوب,bricks,砖,NOUN
فيشة,electric plug,插头,NOUN
مقبس,power outlet,插座,NOUN
سخان,water heater,热水器,NOUN
مربية,nanny,保姆,NOUN
حفاضات,diapers,尿布,NOUN
أرضع,to breastfeed,母乳喂养,VERB
صراخ,crying,叫喊,NOUN
طبال,drummer,鼓手,NOUN
أصلع,bald,秃头的,ADJ
شوارب,mustache,胡子,NOUN
أقراط,earrings,耳环,NOUN
أشقر,fair-haired,金发的,ADJ
قَرَصَ,to pinch,捏,VERB
شَمَّرَ,to roll up sleeves,卷起袖子,VERB
رَقَّعَ,to patch,修补,VERB
طَرَّزَ,to embroider,刺绣,VERB
فَوْر,immediately,立刻,ADV
تَعَارَكَ,to quarrel,争吵,VERB
صَابَ,to strike,击中,VERB
قَنْطَرَة,bridge,桥,NOUN
قَاسٍ,hard,坚硬的,ADJ
مَنْفُوخ,inflated,膨胀的,ADJ
فوقي,upper,上面的,ADJ
جير,lime,石灰,NOUN
زرادية,pliers,钳子,NOUN
منشار,saw,锯子,NOUN
تبليط,tiling,铺瓷砖,NOUN
قصعة,large serving bowl,大盛碗,NOUN
مبيض,bleach,漂白剂,NOUN
تهنئة,congratulation,祝贺,NOUN
لعق,to lick,舔,VERB
كوّم,to pile up,堆积,VERB
رخى,to loosen,放松,VERB
اشتهى,to crave,渴望,VERB
ظلم,to oppress,压迫,VERB
أُهين,to be humiliated,受辱,VERB
تملق,to act pitiful,装可怜,VERB
انفجر,to burst,爆裂,VERB
طقطق,to crackle,发出爆裂声,VERB
تذمر,to grumble,抱怨,VERB
شخر,to snore,打呼噜,VERB
محروق,burnt,烧焦的,ADJ
مزخرف,decorated,装饰的,ADJ
مصبوغ,dyed,染色的,ADJ
كسلان,lazy,懒惰的,ADJ
ممزق,ragged,破烂的,ADJ
معفن,moldy,发霉的,ADJ
مفلس,penniless,身无分文的,ADJ
بالجملة,wholesale,批发,ADV
بالتقسيط,in installments,分期付款,ADV
تسنين,teething,长牙,NOUN
مشاية,baby walker,婴儿学步车,NOUN
مدلل,spoiled child,被宠坏的孩子,NOUN
ربى,to raise a child,抚养孩子,VERB
بودرة,powder,粉,NOUN
شفرة,razor blade,刀片,NOUN
تكنولوجي,technological,技术的,ADJ
صناعي,industrial,工业的,ADJ
زراعي,agricultural,农业的,ADJ
ظالم,unjust,不公正的,ADJ
غامض,ambiguous,模糊的,ADJ
مؤقت,temporary,临时的,ADJ
لاحق,subsequent,随后的,ADJ
علني,public,公开的,ADJ
سري,secret,秘密的,ADJ
شائع,common,常见的,ADJ
متكرر,repeated,反复的,ADJ
متقطع,intermittent,断断续续的,ADJ
كثيف,dense,密集的,ADJ
صلب,hard,硬的,ADJ
لين,soft,软的,ADJ
حاد,sharp,锋利的,ADJ
خشن,rough,粗糙的,ADJ
رطب,wet,湿的,ADJ
عاصف,stormy,暴风雨的,ADJ
ملبد,cloudy,多云的,ADJ
شعاع,ray,光线,NOUN
منحنى,curve,曲线,NOUN
مقياس,scale,尺度,NOUN
تل,hill,小山,NOUN
كثيب,dune,沙丘,NOUN
مرج,meadow,草地,NOUN
قاع,bottom,底部,NOUN
منجم,mine,矿,NOUN
محجر,quarry,采石场,NOUN
نبع,spring,泉水,NOUN
مجرى,watercourse,河道,NOUN
بر,mainland,大陆,NOUN
برق,lightning,闪电,NOUN
رعد,thunder,雷,NOUN
قطرات,drops,水滴,NOUN
ندى,dew,露水,NOUN
محرر,editor,编辑,NOUN
دار النشر,publishing house,出版社,NOUN
غلاف,cover,封面,NOUN
خاتمة,conclusion,结论,NOUN
نفي,denial,否认,NOUN
إقرار,admission,承认,NOUN
تنازل,concession,让步,NOUN
عقبة,obstacle,障碍,NOUN
مخاطرة,risk,冒险,NOUN
تميز,distinction,杰出,NOUN
منفعة,benefit,利益,NOUN
ضرر,harm,损害,NOUN
خسائر,losses,损失,NOUN
مكسب,gain,收益,NOUN
ديون,debts,债务,NOUN
مهل,time / respite,从容 / 宽限,NOUN
نما,to grow,生长 / 发展,VERB
مدفون,buried,被埋葬的,ADJ
مستكشف,explorer,探险家,NOUN
شمبانيا,champagne,香槟,NOUN
ثني,bending,弯曲 / 折叠,NOUN
ٱفترض,to assume,假设 / 假定,VERB
ودع,to bid farewell,告别 / 告辞,VERB
ميل,slope / inclination,倾向 / 倾斜,NOUN
كائن,being / organism,生物 / 存在,NOUN
خيالي,fictional,虚构的 / 想象的,ADJ
تدريجي,gradual,逐渐的 / 循序渐进的,ADJ
قضيب,rod / bar,杆 / 铁轨,NOUN
واقي,protective,保护性的,ADJ
جنوني,crazy / insane,疯狂的,ADJ
سئم,to tire / get weary,厌烦 / 厌倦,VERB
مشاهد,spectator / scene,观众 / 场景,NOUN
طليق,free,自由的 / 释放的,ADJ
توا,just now,刚刚,ADV
ٱنفجار,explosion,爆炸,NOUN
ٱزدهر,to flourish,繁荣 / 兴旺,VERB
كوني,cosmic,宇宙的,ADJ
جلب,bringing / fetching,带来 / 引进,NOUN
سينمائي,cinematic,电影的,ADJ
دوم,always / continuously,永远 / 持续,ADV
أقلق,to worry,使担忧,VERB
أثار,to stir / provoke,引起 / 激发,VERB
أشبه,more similar,更相似的,ADJ
متاعب,troubles,麻烦 / 困难,NOUN
أيما,whatever / any,任何,PRON
تخفيض,reduction,减少,NOUN
ضَرَر,damage,损害,NOUN
تجربة,experience,经验,NOUN
مساحة,area,面积,NOUN
علاقة,relationship,关系,NOUN
اهتمام,interest,兴趣,NOUN
معرفة,knowledge,知识,NOUN
إحساس,feeling,感觉,NOUN
علاج,treatment,治疗,NOUN
مرحلة,stage,阶段,NOUN
مشابه,similar,相似的,ADJ
مصمم,designer,设计师,NOUN
أهمية,importance,重要性,NOUN
قطعا,definitely,肯定地,ADV
محرج,embarrassing,令人尴尬的,ADJ
مغرور,conceited,自负的,ADJ
منفتح,open-minded,思想开明的,ADJ
فَحْصَات,medical tests,医学检查,NOUN
مدونة,blog,博客,NOUN
مدون,blogger,博主,NOUN
هائل,enormous,هائل,ADJ
جذاب,attractive,有吸引力的,ADJ
عبقري,genius,天才的,ADJ
متخرج,graduate,毕业生,NOUN
موهوب,talented,有天赋的,ADJ
انْقَلَبَ,overturn,翻转,VERB
انْعَطَفَ,turn,转弯,VERB
